Registration Number,Registration Via,Card Number,STID Number,Plat Number,Company,Date Active,Date Expired,Date Request,Date Submit,Date Approval
REQ22SUB01062,ORGANDA,,,L8659UF,PT. INTRA SURYA PRATAMA,,,2022-9-12,2022-9-12,
REQ22SUB01063,APTRINDO,0000001809532125,CA4000948,L9561UP,PT SURYA BUANA SENTOSA,2022-9-14,2024-9-14,2022-9-12,2022-9-12,2022-9-13
REQ22SUB01064,APTRINDO,0000001809470413,CA4000949,L9562UP,PT SURYA BUANA SENTOSA,2022-9-14,2024-9-14,2022-9-12,2022-9-12,2022-9-13
REQ22SUB01065,APTRINDO,0000001809611661,CA4000950,L8294US,PT SURYA BUANA SENTOSA,2022-9-14,2024-9-14,2022-9-12,2022-9-12,2022-9-13
REQ22SUB01066,MANDIRI,0000001807799501,CA4000951,L8239UI,PT DERMAGA,2022-9-14,2024-9-14,2022-9-12,2022-9-12,2022-9-14
REQ22SUB01067,APTRINDO,0000001688591677,CA4000882,L8296UM,PT SURYA BUANA SENTOSA,2022-9-13,2024-9-13,2022-9-12,2022-9-12,2022-9-12
REQ22SUB01068,APTRINDO,0000001809709309,CA4000883,L8182UP,PT SURYA BUANA SENTOSA,2022-9-13,2024-9-13,2022-9-12,2022-9-12,2022-9-12
REQ22SUB01069,APTRINDO,0000001807714589,CA4000973,L9083UH,PT SURYA BUANA SENTOSA,2022-9-14,2024-9-14,2022-9-12,2022-9-12,2022-9-14
REQ22SUB01070,APTRINDO,0000001807803933,CA4000986,L8854UX,PT SURYA BUANA SENTOSA,2022-9-14,2024-9-14,2022-9-12,2022-9-12,2022-9-14
REQ22SUB01071,ORGANDA,,,L8390UG,PT. INTRA SURYA PRATAMA,,,2022-9-12,2022-9-12,
REQ22SUB01072,APTRINDO,0000001807963661,CA4000988,L9303UQ,PT SURYA BUANA SENTOSA,2022-9-14,2024-9-14,2022-9-12,2022-9-12,2022-9-14
REQ22SUB01073,APTRINDO,0000001808999565,CA4000989,L9742US,PT SURYA BUANA SENTOSA,2022-9-14,2024-9-14,2022-9-12,2022-9-12,2022-9-14
REQ22SUB01074,APTRINDO,0000001810162365,CA4000881,L9325UZ,PT SURYA BUANA SENTOSA,2022-9-12,2024-9-12,2022-9-12,2022-9-12,2022-9-12
REQ22SUB01075,APTRINDO,0000001807863261,CA4000990,L8135UN,PT SURYA BUANA SENTOSA,2022-9-14,2024-9-14,2022-9-12,2022-9-12,2022-9-14
REQ22SUB01076,APTRINDO,0000001807781741,CA4000991,L9512US,PT SURYA BUANA SENTOSA,2022-9-14,2024-9-14,2022-9-12,2022-9-12,2022-9-14
REQ22SUB01077,APTRINDO,0000001807853309,CA4000992,L8201UJ,PT SURYA BUANA SENTOSA,2022-9-14,2024-9-14,2022-9-12,2022-9-12,2022-9-14
REQ22SUB01078,APTRINDO,0000001807574829,CA4000993,L9211UP,PT SURYA BUANA SENTOSA,2022-9-14,2024-9-14,2022-9-12,2022-9-12,2022-9-14
REQ22SUB01079,MANDIRI,0000001808715837,CA4000878,L9603UE,PT CAHAYA SEKAR CARGO,2022-9-12,2024-9-12,2022-9-12,2022-9-12,2022-9-12
REQ22SUB01080,ORGANDA,,CA4000984,L8553UJ,PT. INTRA SURYA PRATAMA,,,2022-9-12,2022-9-12,2022-9-14
REQ22SUB01081,ORGANDA,,,L8664UL,PT. INTRA SURYA PRATAMA,,,2022-9-12,2022-9-12,
REQ22SUB01082,APTRINDO,0000001807793101,CA4000994,L8335UV,PT SURYA BUANA SENTOSA,2022-9-14,2024-9-14,2022-9-12,2022-9-12,2022-9-14
REQ22SUB01083,MANDIRI,0000001807935869,CA4000875,L8748UJ,PT. REFCON CARGO INTERNATIONAL,2022-9-12,2024-9-12,2022-9-12,2022-9-12,2022-9-12
REQ22SUB01084,APTRINDO,0000001809240061,CA4000995,L9793UC,PT SURYA BUANA SENTOSA,2022-9-14,2024-9-14,2022-9-12,2022-9-12,2022-9-14
REQ22SUB01085,APTRINDO,0000001809010093,CA4000996,L8131US,PT SURYA BUANA SENTOSA,2022-9-14,2024-9-14,2022-9-12,2022-9-12,2022-9-14
REQ22SUB01086,APTRINDO,0000001809419133,CA4000999,L9517US,PT SURYA BUANA SENTOSA,2022-9-14,2024-9-14,2022-9-12,2022-9-12,2022-9-14
REQ22SUB01087,ORGANDA,,,L8679UW,PT. INTRA SURYA PRATAMA,,,2022-9-12,2022-9-12,
REQ22SUB01088,APTRINDO,0000001809232797,CA4001000,L9268UC,PT SURYA BUANA SENTOSA,2022-9-14,2024-9-14,2022-9-12,2022-9-12,2022-9-14
REQ22SUB01089,APTRINDO,0000001809655597,CA4001001,L9640UQ,PT SURYA BUANA SENTOSA,2022-9-14,2024-9-14,2022-9-12,2022-9-12,2022-9-14
REQ22SUB01090,APTRINDO,0000001687160365,CA4001254,L9525US,PT SURYA BUANA SENTOSA,2022-9-19,2024-9-19,2022-9-12,2022-9-16,2022-9-16
REQ22SUB01091,APTRINDO,0000001809215597,CA4001004,L9124UN,PT SURYA BUANA SENTOSA,2022-9-14,2024-9-14,2022-9-12,2022-9-12,2022-9-14
REQ22SUB01092,APTRINDO,0000001808714525,CA4001005,L9320UZ,PT SURYA BUANA SENTOSA,2022-9-14,2024-9-14,2022-9-12,2022-9-12,2022-9-14
REQ22SUB01093,APTRINDO,0000001809159549,CA4001006,L9523US,PT SURYA BUANA SENTOSA,2022-9-14,2024-9-14,2022-9-12,2022-9-12,2022-9-14
REQ22SUB01094,APTRINDO,0000001808359645,CA4001008,L9500UT,PT SURYA BUANA SENTOSA,2022-9-14,2024-9-14,2022-9-12,2022-9-12,2022-9-14
REQ22SUB01095,APTRINDO,0000001688350781,CA4001009,L9463UP,PT SURYA BUANA SENTOSA,2022-9-14,2024-9-14,2022-9-12,2022-9-12,2022-9-14
REQ22SUB01096,APTRINDO,0000001704787597,CA4001519,L9746UN,PT SURYA BUANA SENTOSA,2022-9-19,2024-9-19,2022-9-12,2022-9-19,2022-9-19
REQ22SUB01097,APTRINDO,0000001808986781,CA4000880,L9705UK,PT SURYA BUANA SENTOSA,2022-9-12,2024-9-12,2022-9-12,2022-9-12,2022-9-12
REQ22SUB01098,APTRINDO,0000001687844653,CA4001012,L9979UE,PT SURYA BUANA SENTOSA,2022-9-14,2024-9-14,2022-9-12,2022-9-12,2022-9-14
REQ22SUB01099,APTRINDO,0000001690326157,CA4001010,L9052UV,PT SURYA BUANA SENTOSA,2022-9-14,2024-9-14,2022-9-12,2022-9-12,2022-9-14
REQ22SUB01100,APTRINDO,0000001809735501,CA4000943,L9125UM,PT SURYA BUANA SENTOSA,2022-9-14,2024-9-14,2022-9-12,2022-9-12,2022-9-13
REQ22SUB01101,APTRINDO,0000001809450093,CA4000928,L9689UB,PT SURYA BUANA SENTOSA,2022-9-13,2024-9-13,2022-9-12,2022-9-12,2022-9-13
REQ22SUB01102,MANDIRI,0000001807847533,CA4000925,S7614UN,PT. REFCON CARGO INTERNATIONAL,2022-9-15,2024-9-15,2022-9-12,2022-9-12,2022-9-13
REQ22SUB01103,APTRINDO,0000001809133261,CA4000942,L9501UU,PT SURYA BUANA SENTOSA,2022-9-14,2024-9-14,2022-9-12,2022-9-12,2022-9-13
REQ22SUB01104,APTRINDO,0000001808885725,CA4000901,L9461UV,PT SURYA BUANA SENTOSA,2022-9-13,2024-9-13,2022-9-12,2022-9-12,2022-9-13
REQ22SUB01105,APTRINDO,0000001807545261,CA4000899,L8089UZ,PT SURYA BUANA SENTOSA,2022-9-13,2024-9-13,2022-9-12,2022-9-12,2022-9-13
REQ22SUB01106,APTRINDO,0000001810110509,CA4000898,L8706UN,PT SURYA BUANA SENTOSA,2022-9-13,2024-9-13,2022-9-12,2022-9-12,2022-9-13
REQ22SUB01107,ORGANDA,,CA4000897,L8932UZ,PT. INTRA SURYA PRATAMA,,,2022-9-12,2022-9-12,2022-9-13
REQ22SUB01108,ORGANDA,,,L9387UO,PT. INTRA SURYA PRATAMA,,,2022-9-12,2022-9-12,
REQ22SUB01109,ORGANDA,,CA4000896,L9557UX,PT. INTRA SURYA PRATAMA,,,2022-9-12,2022-9-12,2022-9-13
REQ22SUB01110,ORGANDA,,CA4000895,L9693UN,PT. INTRA SURYA PRATAMA,,,2022-9-12,2022-9-12,2022-9-13
REQ22SUB01111,ORGANDA,,CA4000894,L9838UK,PT. INTRA SURYA PRATAMA,,,2022-9-12,2022-9-12,2022-9-13
REQ22SUB01112,ORGANDA,,,L9943UP,PT. INTRA SURYA PRATAMA,,,2022-9-12,2022-9-12,
REQ22SUB01113,ORGANDA,,CA4000893,S8104UJ,PT. INTRA SURYA PRATAMA,,,2022-9-12,2022-9-12,2022-9-13
REQ22SUB01114,ORGANDA,,,S8498UJ,PT. INTRA SURYA PRATAMA,,,2022-9-12,2022-9-12,
REQ22SUB01115,ORGANDA,,CA4000892,S9406UK,PT. INTRA SURYA PRATAMA,,,2022-9-12,2022-9-12,2022-9-13
REQ22SUB01116,MANDIRI,0000001808463373,CA4000891,W9892UQ,PT PULAU NUSANTARA INDONESIA,2022-9-13,2024-9-13,2022-9-12,2022-9-12,2022-9-13
REQ22SUB01117,MANDIRI,0000001807846349,CA4000890,B9923SZ,PT. SUMBER REJEKI PUTRA,2022-9-13,2024-9-13,2022-9-12,2022-9-12,2022-9-13
REQ22SUB01118,MANDIRI,0000001809256941,CA4000889,S9569UQ,PT. SUMBER REJEKI PUTRA,2022-9-13,2024-9-13,2022-9-12,2022-9-12,2022-9-13
REQ22SUB01119,MANDIRI,0000001807611549,CA4000888,S8639UU,PT PULAU NUSANTARA INDONESIA,2022-9-13,2024-9-13,2022-9-12,2022-9-12,2022-9-13
REQ22SUB01120,MANDIRI,0000001809370285,CA4000887,W9887UQ,PT PULAU NUSANTARA INDONESIA,2022-9-13,2024-9-13,2022-9-12,2022-9-12,2022-9-13
REQ22SUB01121,MANDIRI,0000001809240493,CA4000886,L8302UZ,PT. SUMBER REJEKI PUTRA,2022-9-13,2024-9-13,2022-9-12,2022-9-12,2022-9-13
REQ22SUB01122,MANDIRI,0000001807876093,CA4000885,S7616UN,PT PULAU NUSANTARA INDONESIA,2022-9-13,2024-9-13,2022-9-12,2022-9-12,2022-9-13
REQ22SUB01123,MANDIRI,0000001809600413,CA4000884,W9912UP,PT PULAU NUSANTARA INDONESIA,2022-9-13,2024-9-13,2022-9-12,2022-9-13,2022-9-13
REQ22SUB01124,MANDIRI,0000001704819293,CA4001015,S8429UR,PT PULAU NUSANTARA INDONESIA,2022-9-19,2024-9-19,2022-9-13,2022-9-13,2022-9-14
REQ22SUB01125,MANDIRI,0000001807835357,CA4001020,L9652UO,PT DERMAGA,2022-9-14,2024-9-14,2022-9-13,2022-9-13,2022-9-14
REQ22SUB01126,MANDIRI,0000001807859197,CA4001024,L9651UO,PT DERMAGA,2022-9-14,2024-9-14,2022-9-13,2022-9-13,2022-9-14
REQ22SUB01127,MANDIRI,0000001809209565,CA4001025,L9653UO,PT DERMAGA,2022-9-14,2024-9-14,2022-9-13,2022-9-13,2022-9-14
REQ22SUB01128,MANDIRI,0000001809615133,CA4000910,L8856UD,PT. SUMBER REJEKI PUTRA,2022-9-13,2024-9-13,2022-9-13,2022-9-13,2022-9-13
REQ22SUB01129,MANDIRI,0000001808413693,CA4001028,L8305UZ,PT. JAYA BARU MELANTI,2022-9-15,2024-9-15,2022-9-13,2022-9-13,2022-9-14
REQ22SUB01130,MANDIRI,0000001705792941,CA4001029,L9360UC,PT. JAYA BARU MELANTI,2022-9-15,2024-9-15,2022-9-13,2022-9-13,2022-9-14
REQ22SUB00647,MANDIRI,0000001809234349,CA4000921,L9823UQ,PT PERMANA JAYA ABADI,2022-9-15,2024-9-15,2022-9-7,2022-9-13,2022-9-13
REQ22SUB01131,MANDIRI,0000001809167309,CA4001030,DA8089TAH,PT. JAYA BARU MELANTI,2022-9-15,2024-9-15,2022-9-13,2022-9-13,2022-9-14
REQ22SUB01132,MANDIRI,0000001689269693,CA4001031,L9731UI,PT. JAYA BARU MELANTI,2022-9-15,2024-9-15,2022-9-13,2022-9-13,2022-9-14
REQ22SUB01133,MANDIRI,0000001809671597,CA4000978,L9631UI,PT. JAYA BARU MELANTI,2022-9-15,2024-9-15,2022-9-13,2022-9-13,2022-9-14
REQ22SUB01134,MANDIRI,0000001704739021,CA4001256,L9686UI,PT HINDRIA INDAH,2022-9-19,2024-9-19,2022-9-13,2022-9-16,2022-9-16
REQ22SUB01135,MANDIRI,0000001688797197,CA4001032,L9852UU,PT. JAYA BARU MELANTI,2022-9-15,2024-9-15,2022-9-13,2022-9-13,2022-9-14
REQ22SUB01136,MANDIRI,0000001809594141,CA4001173,L9406UV,PT.HACACA SETIO ABADI,2022-9-16,2024-9-16,2022-9-13,2022-9-15,2022-9-15
REQ22SUB01137,MANDIRI,0000001705751453,CA4001257,L9538UZ,PT.HACACA SETIO ABADI,2022-9-19,2024-9-19,2022-9-13,2022-9-16,2022-9-16
REQ22SUB01138,MANDIRI,,,L9535UZ,PT.HACACA SETIO ABADI,,,2022-9-13,2022-9-13,
REQ22SUB01139,MANDIRI,,,L9536UZ,PT.HACACA SETIO ABADI,,,2022-9-13,2022-9-13,
REQ22SUB01140,MANDIRI,,,L9530UZ,PT.HACACA SETIO ABADI,,,2022-9-13,2022-9-13,
REQ22SUB01141,MANDIRI,,,L9537UZ,PT.HACACA SETIO ABADI,,,2022-9-13,2022-9-13,
REQ22SUB01142,MANDIRI,,CA4001808,L9545UZ,PT.HACACA SETIO ABADI,,,2022-9-13,2022-9-23,2022-9-23
REQ22SUB01143,MANDIRI,,CA4001807,L9539UZ,PT.HACACA SETIO ABADI,,,2022-9-13,2022-9-23,2022-9-23
REQ22SUB01144,MANDIRI,,,L9532UZ,PT.HACACA SETIO ABADI,,,2022-9-13,2022-9-13,
REQ22SUB01145,MANDIRI,,CA4001806,L9533UZ,PT.HACACA SETIO ABADI,,,2022-9-13,2022-9-23,2022-9-23
REQ22SUB01146,MANDIRI,,CA4001805,L9534UZ,PT.HACACA SETIO ABADI,,,2022-9-13,2022-9-23,2022-9-23
REQ22SUB01147,MANDIRI,,CA4001804,L9457UH,PT.HACACA SETIO ABADI,,,2022-9-13,2022-9-21,2022-9-23
REQ22SUB01148,MANDIRI,,CA4001803,L8705UU,PT.HACACA SETIO ABADI,,,2022-9-13,2022-9-23,2022-9-23
REQ22SUB01149,MANDIRI,,CA4001802,L8704UU,PT.HACACA SETIO ABADI,,,2022-9-13,2022-9-22,2022-9-23
REQ22SUB01150,MANDIRI,0000001808316189,CA4001039,H1491QF,PT PERMANA JAYA ABADI,2022-9-15,2024-9-15,2022-9-13,2022-9-14,2022-9-14
REQ22SUB01151,MANDIRI,0000001704808109,CA4001305,L9307UH,PT.HACACA SETIO ABADI,2022-9-19,2024-9-19,2022-9-13,2022-9-17,2022-9-17
REQ22SUB01152,MANDIRI,,CA4001801,L8706UU,PT.HACACA SETIO ABADI,,,2022-9-13,2022-9-23,2022-9-23
REQ22SUB01153,MANDIRI,0000001807812669,CA4001200,L9317UH,PT.HACACA SETIO ABADI,2022-9-16,2024-9-16,2022-9-13,2022-9-16,2022-9-16
REQ22SUB01154,MANDIRI,0000001688173469,CA4001665,L9064UI,PT.HACACA SETIO ABADI,2022-9-21,2024-9-21,2022-9-13,2022-9-20,2022-9-21
REQ22SUB01155,MANDIRI,,,L9062UI,PT.HACACA SETIO ABADI,,,2022-9-13,2022-9-19,
REQ22SUB01156,MANDIRI,,,L9060UI,PT.HACACA SETIO ABADI,,,2022-9-13,2022-9-19,
REQ22SUB01157,MANDIRI,,,L9058UI,PT.HACACA SETIO ABADI,,,2022-9-13,2022-9-19,
REQ22SUB01158,MANDIRI,,,L9057UI,PT.HACACA SETIO ABADI,,,2022-9-13,2022-9-19,
REQ22SUB01159,MANDIRI,0000001690053277,CA4001664,L9059UI,PT.HACACA SETIO ABADI,2022-9-21,2024-9-21,2022-9-13,2022-9-20,2022-9-21
REQ22SUB01160,MANDIRI,,,L9061UI,PT.HACACA SETIO ABADI,,,2022-9-13,2022-9-19,
REQ22SUB01161,MANDIRI,0000001687089677,CA4001306,L9974UB,PT.HACACA SETIO ABADI,2022-9-19,2024-9-19,2022-9-13,2022-9-16,2022-9-17
REQ22SUB01162,MANDIRI,,CA4001800,L9989UB,PT.HACACA SETIO ABADI,,,2022-9-13,2022-9-21,2022-9-23
REQ22SUB01163,MANDIRI,0000001690037789,CA4001663,L8002UC,PT.HACACA SETIO ABADI,2022-9-21,2024-9-21,2022-9-13,2022-9-20,2022-9-21
REQ22SUB01164,MANDIRI,,,L8005UC,PT.HACACA SETIO ABADI,,,2022-9-13,2022-9-19,
REQ22SUB01165,MANDIRI,0000001704745805,CA4001307,L8007UC,PT.HACACA SETIO ABADI,2022-9-19,2024-9-19,2022-9-13,2022-9-17,2022-9-17
REQ22SUB01166,MANDIRI,0000001689861981,CA4001660,L8174UJ,PT.HACACA SETIO ABADI,2022-9-21,2024-9-21,2022-9-13,2022-9-20,2022-9-21
REQ22SUB01167,MANDIRI,0000001687439725,CA4001308,L8175UJ,PT.HACACA SETIO ABADI,2022-9-19,2024-9-19,2022-9-13,2022-9-17,2022-9-17
REQ22SUB01168,MANDIRI,,,L8182UJ,PT.HACACA SETIO ABADI,,,2022-9-13,2022-9-21,
REQ22SUB01168,MANDIRI,,,L8186UJ,PT.HACACA SETIO ABADI,,,2022-9-13,2022-9-21,
REQ22SUB01169,MANDIRI,,CA4001799,L8187UJ,PT.HACACA SETIO ABADI,,,2022-9-13,2022-9-22,2022-9-23
REQ22SUB01170,MANDIRI,,,L9141UB,PT.HACACA SETIO ABADI,,,2022-9-13,2022-9-19,
REQ22SUB01171,MANDIRI,,,L9140UB,PT.HACACA SETIO ABADI,,,2022-9-13,2022-9-19,
REQ22SUB01172,MANDIRI,,,L8958UD,PT.HACACA SETIO ABADI,,,2022-9-13,2022-9-19,
REQ22SUB01173,MANDIRI,0000001689414989,CA4001662,L8987UD,PT.HACACA SETIO ABADI,2022-9-21,2024-9-21,2022-9-13,2022-9-20,2022-9-21
REQ22SUB01174,MANDIRI,,CA4001798,L9086UN,PT.HACACA SETIO ABADI,,,2022-9-13,2022-9-22,2022-9-23
REQ22SUB01175,MANDIRI,,,L8850UX,PT.HACACA SETIO ABADI,,,2022-9-13,2022-9-19,
REQ22SUB01176,MANDIRI,,,L9298US,PT.HACACA SETIO ABADI,,,2022-9-13,2022-9-20,
REQ22SUB01177,MANDIRI,,,L9951UE,PT.HACACA SETIO ABADI,,,2022-9-13,2022-9-19,
REQ22SUB01178,MANDIRI,,,L9934UE,PT.HACACA SETIO ABADI,,,2022-9-13,2022-9-19,
REQ22SUB01179,MANDIRI,0000001687463965,CA4001310,L9941UE,PT.HACACA SETIO ABADI,2022-9-19,2024-9-19,2022-9-13,2022-9-16,2022-9-17
REQ22SUB01180,MANDIRI,,,L9939UE,PT.HACACA SETIO ABADI,,,2022-9-13,2022-9-16,
REQ22SUB01181,MANDIRI,0000001688100701,CA4001536,L9318US,PT.HACACA SETIO ABADI,2022-9-20,2024-9-20,2022-9-13,2022-9-19,2022-9-19
REQ22SUB01182,MANDIRI,,,L9929UE,PT.HACACA SETIO ABADI,,,2022-9-13,2022-9-19,
REQ22SUB01183,MANDIRI,0000001689659069,CA4001507,L9931UE,PT.HACACA SETIO ABADI,2022-9-20,2024-9-20,2022-9-13,2022-9-19,2022-9-19
REQ22SUB01184,MANDIRI,,,L9935UE,PT.HACACA SETIO ABADI,,,2022-9-13,2022-9-19,
REQ22SUB01185,MANDIRI,,,L9930UE,PT.HACACA SETIO ABADI,,,2022-9-13,2022-9-16,
REQ22SUB01186,MANDIRI,,,L9938UE,PT.HACACA SETIO ABADI,,,2022-9-13,2022-9-16,
REQ22SUB01187,MANDIRI,,,L9642UA,PT.HACACA SETIO ABADI,,,2022-9-13,2022-9-16,
REQ22SUB01188,MANDIRI,,,L9650UA,PT.HACACA SETIO ABADI,,,2022-9-13,2022-9-23,
REQ22SUB01189,MANDIRI,,,L8051UZ,PT.HACACA SETIO ABADI,,,2022-9-13,2022-9-20,
REQ22SUB01190,MANDIRI,,,L8439UA,PT.HACACA SETIO ABADI,,,2022-9-13,2022-9-16,
REQ22SUB01191,MANDIRI,,,L9660UA,PT.HACACA SETIO ABADI,,,2022-9-13,2022-9-16,
REQ22SUB01192,MANDIRI,,,L9656UA,PT.HACACA SETIO ABADI,,,2022-9-13,2022-9-16,
REQ22SUB01193,MANDIRI,,,B9941UEI,PT.HACACA SETIO ABADI,,,2022-9-13,2022-9-16,
REQ22SUB01194,MANDIRI,,,L9218UX,PT.HACACA SETIO ABADI,,,2022-9-13,2022-9-16,
REQ22SUB01195,MANDIRI,,,L9217UX,PT.HACACA SETIO ABADI,,,2022-9-13,2022-9-16,
REQ22SUB01196,MANDIRI,,,B9139UEJ,PT.HACACA SETIO ABADI,,,2022-9-13,2022-9-16,
REQ22SUB01197,MANDIRI,,,B9138UEJ,PT.HACACA SETIO ABADI,,,2022-9-13,2022-9-16,
REQ22SUB01198,MANDIRI,,,L9215UX,PT.HACACA SETIO ABADI,,,2022-9-13,2022-9-16,
REQ22SUB01199,MANDIRI,,,L9219UX,PT.HACACA SETIO ABADI,,,2022-9-13,2022-9-16,
REQ22SUB01200,MANDIRI,,,L9214UX,PT.HACACA SETIO ABADI,,,2022-9-13,2022-9-16,
REQ22SUB01201,MANDIRI,,,B9543UEJ,PT.HACACA SETIO ABADI,,,2022-9-13,2022-9-16,
REQ22SUB01202,MANDIRI,,,L8908UV,PT.HACACA SETIO ABADI,,,2022-9-13,2022-9-16,
REQ22SUB01203,MANDIRI,,,L8896UZ,PT.HACACA SETIO ABADI,,,2022-9-13,2022-9-20,
REQ22SUB01204,MANDIRI,0000001705721421,CA4001499,L8914UV,PT.HACACA SETIO ABADI,2022-9-19,2024-9-19,2022-9-13,2022-9-19,2022-9-19
REQ22SUB01205,MANDIRI,,,L9484UV,PT.HACACA SETIO ABADI,,,2022-9-13,2022-9-16,
REQ22SUB01206,MANDIRI,,,L8502UV,PT.HACACA SETIO ABADI,,,2022-9-13,2022-9-16,
REQ22SUB01207,MANDIRI,,,L8179UV,PT.HACACA SETIO ABADI,,,2022-9-13,2022-9-16,
REQ22SUB01208,MANDIRI,,,L9862UQ,PT.HACACA SETIO ABADI,,,2022-9-13,2022-9-16,
REQ22SUB01209,MANDIRI,,CA4001797,L9559UV,PT.HACACA SETIO ABADI,,,2022-9-13,2022-9-22,2022-9-23
REQ22SUB01210,MANDIRI,,,L8557UW,PT.HACACA SETIO ABADI,,,2022-9-13,2022-9-16,
REQ22SUB01211,MANDIRI,,,L9517UA,PT.HACACA SETIO ABADI,,,2022-9-13,2022-9-16,
REQ22SUB01212,MANDIRI,,CA4001796,L8937UB,PT.HACACA SETIO ABADI,,,2022-9-13,2022-9-22,2022-9-23
REQ22SUB01213,MANDIRI,0000001688050397,CA4001661,L8767UO,PT.HACACA SETIO ABADI,2022-9-21,2024-9-21,2022-9-13,2022-9-20,2022-9-21
REQ22SUB01214,MANDIRI,,,L8175UH,PT.HACACA SETIO ABADI,,,2022-9-13,2022-9-16,
REQ22SUB01215,MANDIRI,,,L8919UB,PT.HACACA SETIO ABADI,,,2022-9-13,2022-9-20,
REQ22SUB01216,MANDIRI,0000001704471149,CA4001500,L8815UZ,PT.HACACA SETIO ABADI,2022-9-19,2024-9-19,2022-9-13,2022-9-19,2022-9-19
REQ22SUB01217,MANDIRI,,,L8799UV,PT.HACACA SETIO ABADI,,,2022-9-13,2022-9-16,
REQ22SUB01218,MANDIRI,,,B9082WU,PT.HACACA SETIO ABADI,,,2022-9-13,2022-9-16,
REQ22SUB01219,MANDIRI,0000001688037469,CA4001081,L9519AO,PT CAHAYA SEKAR CARGO,2022-9-16,2024-9-16,2022-9-13,2022-9-13,2022-9-14
REQ22SUB01220,MANDIRI,0000001689212813,CA4001043,B9076JT,PT SIDOLUHUR MAS GROUP,2022-9-15,2024-9-15,2022-9-13,2022-9-14,2022-9-14
REQ22SUB01221,MANDIRI,0000001689086109,CA4001041,B9190JP,PT SIDOLUHUR MAS GROUP,2022-9-15,2024-9-15,2022-9-13,2022-9-14,2022-9-14
REQ22SUB01222,MANDIRI,,CA4001202,L8791UQ,PT. REFCON CARGO INTERNATIONAL,,,2022-9-13,2022-9-15,2022-9-16
REQ22SUB01223,MANDIRI,,,L9524UU,PT.HACACA SETIO ABADI,,,2022-9-13,2022-9-16,
REQ22SUB01224,MANDIRI,,,L8934UZ,PT.HACACA SETIO ABADI,,,2022-9-13,2022-9-16,
REQ22SUB01225,MANDIRI,,,B9232UEL,PT.HACACA SETIO ABADI,,,2022-9-13,2022-9-16,
REQ22SUB01226,MANDIRI,,,B9142UEL,PT.HACACA SETIO ABADI,,,2022-9-13,2022-9-16,
REQ22SUB01227,MANDIRI,,,L9940UE,PT.HACACA SETIO ABADI,,,2022-9-13,2022-9-16,
REQ22SUB01228,MANDIRI,,,L8586UE,PT.HACACA SETIO ABADI,,,2022-9-13,2022-9-16,
REQ22SUB01229,MANDIRI,,,L9321US,PT.HACACA SETIO ABADI,,,2022-9-13,2022-9-16,
REQ22SUB01230,MANDIRI,0000001689927165,CA4001040,B9558TN,PT SIDOLUHUR MAS GROUP,2022-9-15,2024-9-15,2022-9-13,2022-9-14,2022-9-14
REQ22SUB01231,MANDIRI,,,L9327US,PT.HACACA SETIO ABADI,,,2022-9-13,2022-9-16,
REQ22SUB01232,MANDIRI,,,B9859UEJ,PT.HACACA SETIO ABADI,,,2022-9-13,2022-9-16,
REQ22SUB01233,MANDIRI,,,B9940UEI,PT.HACACA SETIO ABADI,,,2022-9-13,2022-9-16,
REQ22SUB01234,MANDIRI,,,L9470UY,PT.HACACA SETIO ABADI,,,2022-9-13,2022-9-16,
REQ22SUB01235,MANDIRI,,,L9210UU,PT.HACACA SETIO ABADI,,,2022-9-13,2022-9-16,
REQ22SUB01236,MANDIRI,0000001808887597,CA4001203,L9971UY,PT.HACACA SETIO ABADI,2022-9-16,2024-9-16,2022-9-13,2022-9-15,2022-9-16
REQ22SUB01237,ORGANDA,,CA4001062,L9448UR,PT. MITRA JASA TRANSINDO,,,2022-9-13,2022-9-14,2022-9-14
REQ22SUB01238,MANDIRI,0000001809170845,CA4001204,L8772UZ,PT.HACACA SETIO ABADI,2022-9-16,2024-9-16,2022-9-13,2022-9-15,2022-9-16
REQ22SUB01239,MANDIRI,0000001706238957,CA4001205,L9956UY,PT.HACACA SETIO ABADI,2022-9-16,2024-9-16,2022-9-13,2022-9-15,2022-9-16
REQ22SUB01240,MANDIRI,0000001688121981,CA4001206,L8603UZ,PT.HACACA SETIO ABADI,2022-9-16,2024-9-16,2022-9-13,2022-9-15,2022-9-16
REQ22SUB01241,MANDIRI,0000001689246989,CA4001080,L9841UC,PT CAHAYA SEKAR CARGO,2022-9-16,2024-9-16,2022-9-13,2022-9-13,2022-9-14
REQ22SUB01242,MANDIRI,0000001687775677,CA4001300,L8163UM,PT.HACACA SETIO ABADI,2022-9-19,2024-9-19,2022-9-13,2022-9-15,2022-9-17
REQ22SUB01243,MANDIRI,0000001705644541,CA4001528,L8145UM,PT.HACACA SETIO ABADI,2022-9-20,2024-9-20,2022-9-13,2022-9-19,2022-9-19
REQ22SUB01244,MANDIRI,0000001704774045,CA4001302,L8172UM,PT.HACACA SETIO ABADI,2022-9-19,2024-9-19,2022-9-13,2022-9-15,2022-9-17
REQ22SUB01245,MANDIRI,0000001704722381,CA4001303,L9921UY,PT.HACACA SETIO ABADI,2022-9-19,2024-9-19,2022-9-13,2022-9-15,2022-9-17
REQ22SUB01246,ORGANDA,,,L8486UV,PT. MITRA JASA TRANSINDO,,,2022-9-13,2022-9-14,
